,id,url,details_cases,downloaded
286,/utiac/ea-15690-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76579/EA156902021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '28 Sep 2022', 'Promulgation date:': '13 Nov 2022', 'Publication date:': '29 Nov 2022', 'Last updated on:': '29 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
287,/utiac/ea-14119-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76578/EA141192021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '13 Sep 2022', 'Promulgation date:': '13 Nov 2022', 'Publication date:': '29 Nov 2022', 'Last updated on:': '29 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
288,/utiac/ea-13962-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76577/EA139622021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 9 Sep 2022', 'Promulgation date:': '13 Nov 2022', 'Publication date:': '29 Nov 2022', 'Last updated on:': '29 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
289,/utiac/ea-13323-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76576/EA133232021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 3 Oct 2022', 'Promulgation date:': '13 Nov 2022', 'Publication date:': '29 Nov 2022', 'Last updated on:': '29 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
290,/utiac/ea-12076-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76575/EA120762021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '30 Sep 2022', 'Promulgation date:': '13 Nov 2022', 'Publication date:': '29 Nov 2022', 'Last updated on:': '29 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
291,/utiac/ia-03352-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76574/IA033522021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '21 Jul 2022', 'Promulgation date:': '11 Nov 2022', 'Publication date:': '29 Nov 2022', 'Last updated on:': '29 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
292,/utiac/ea-16394-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76573/EA163942021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '16 Sep 2022', 'Promulgation date:': '11 Nov 2022', 'Publication date:': '29 Nov 2022', 'Last updated on:': '29 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
293,/utiac/ea-01503-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76571/EA015032021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '21 Jul 2022', 'Promulgation date:': '11 Nov 2022', 'Publication date:': '29 Nov 2022', 'Last updated on:': '29 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
294,/utiac/ia-01475-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76570/IA014752021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '26 Sep 2022', 'Promulgation date:': '10 Nov 2022', 'Publication date:': '29 Nov 2022', 'Last updated on:': '29 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
295,/utiac/ea-11997-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76569/EA119972021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '27 Sep 2022', 'Promulgation date:': '10 Nov 2022', 'Publication date:': '29 Nov 2022', 'Last updated on:': '29 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
296,/utiac/ea-11875-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76568/EA118752021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '22 Sep 2022', 'Promulgation date:': '10 Nov 2022', 'Publication date:': '29 Nov 2022', 'Last updated on:': '29 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
297,/utiac/ea-03229-2021-ors,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76567/EA032292021___Others.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '26 Sep 2022', 'Promulgation date:': '10 Nov 2022', 'Publication date:': '29 Nov 2022', 'Last updated on:': '29 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
298,/utiac/ia-01912-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76562/IA019122021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '12 Oct 2022', 'Promulgation date:': ' 9 Nov 2022', 'Publication date:': '24 Nov 2022', 'Last updated on:': '24 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
299,/utiac/hu-06735-2017-pa-00520-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76561/HU067352017___PA005202021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 7 Oct 2022', 'Promulgation date:': ' 9 Nov 2022', 'Publication date:': '24 Nov 2022', 'Last updated on:': '24 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
300,/utiac/hu-015822021-ors,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76560/HU015822021___Others.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '13 Oct 2022', 'Promulgation date:': ' 9 Nov 2022', 'Publication date:': '24 Nov 2022', 'Last updated on:': '24 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
301,/utiac/ea-16549-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76559/EA165492021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '15 Sep 2022', 'Promulgation date:': ' 9 Nov 2022', 'Publication date:': '24 Nov 2022', 'Last updated on:': '24 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
302,/utiac/ea-13784-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76558/EA137842021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '28 Sep 2022', 'Promulgation date:': ' 9 Nov 2022', 'Publication date:': '24 Nov 2022', 'Last updated on:': '24 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
303,/utiac/ea-12157-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76557/EA121572021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '23 Sep 2022', 'Promulgation date:': ' 9 Nov 2022', 'Publication date:': '24 Nov 2022', 'Last updated on:': '24 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
304,/utiac/ea-03554-2021-ors,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76556/EA035542021___Others.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '14 Oct 2022', 'Promulgation date:': ' 9 Nov 2022', 'Publication date:': '24 Nov 2022', 'Last updated on:': '24 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
305,/utiac/ea-03344-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76555/EA033442021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '17 Oct 2022', 'Promulgation date:': ' 9 Nov 2022', 'Publication date:': '24 Nov 2022', 'Last updated on:': '24 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
306,/utiac/ea-02535-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76554/EA025352021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '23 Sep 2022', 'Promulgation date:': ' 9 Nov 2022', 'Publication date:': '24 Nov 2022', 'Last updated on:': '24 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
307,/utiac/ea-01137-2021-ors,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76553/EA011372021___Others.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '22 Sep 2022', 'Promulgation date:': ' 9 Nov 2022', 'Publication date:': '24 Nov 2022', 'Last updated on:': '24 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
308,/utiac/pa-09869-2018,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76550/PA098692018.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 5 Nov 2021', 'Promulgation date:': ' 7 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
309,/utiac/pa-02384-2020,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76549/PA023842020.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '10 Oct 2022', 'Promulgation date:': ' 7 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
310,/utiac/lp-00076-2022-8be515e2-efb3-48c7-be0c-4093d6868f8e,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76548/LP000762022.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '26 Sep 2022', 'Promulgation date:': ' 6 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
311,/utiac/ia-10591-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76547/IA105912021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '16 Sep 2022', 'Promulgation date:': ' 6 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
312,/utiac/ia-05118-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76546/IA051182021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '21 Sep 2022', 'Promulgation date:': ' 6 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
313,/utiac/ia-01820-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76545/IA018202021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '22 Sep 2022', 'Promulgation date:': ' 6 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
314,/utiac/ia-01596-2020,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76544/IA015962020.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '26 Sep 2022', 'Promulgation date:': ' 6 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
315,/utiac/hu-03609-2020,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76543/HU036092020.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 9 Sep 2022', 'Promulgation date:': ' 6 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
316,/utiac/hu-01492-2020,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76542/HU014922020.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '22 Sep 2022', 'Promulgation date:': ' 6 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
317,/utiac/hu-01129-2021-ors,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76541/HU011292021___Others.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '21 Sep 2022', 'Promulgation date:': ' 6 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
318,/utiac/ea-14225-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76540/EA142252021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '26 Sep 2022', 'Promulgation date:': ' 6 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
319,/utiac/ea-05018-2020,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76539/EA050182020.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '22 Sep 2022', 'Promulgation date:': ' 6 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
320,/utiac/ea-03237-2021-ors,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76538/EA032372021___Others.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '22 Sep 2022', 'Promulgation date:': ' 6 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
321,/utiac/ea-02689-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76537/EA026892021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '22 Sep 2022', 'Promulgation date:': ' 6 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
322,/utiac/ea-01521-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76536/EA015212021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '23 Sep 2022', 'Promulgation date:': ' 6 Nov 2022', 'Publication date:': '22 Nov 2022', 'Last updated on:': '22 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
323,/utiac/ea-16407-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76535/EA164072021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '21 Sep 2022', 'Promulgation date:': ' 4 Nov 2022', 'Publication date:': '21 Nov 2022', 'Last updated on:': '21 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
324,/utiac/ea-01495-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76534/EA014952021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '17 Mar 2022', 'Promulgation date:': ' 4 Nov 2022', 'Publication date:': '21 Nov 2022', 'Last updated on:': '21 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
325,/utiac/lp-00245-2021-e229f681-7d1a-4b22-afe5-0b9e2f7e5e0b,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76527/LP002452021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '22 Jul 2022', 'Promulgation date:': ' 3 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
326,/utiac/hu-07266-2020,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76526/HU072662020.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 8 Sep 2022', 'Promulgation date:': ' 3 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
327,/utiac/ea-12955-2021-ors,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76525/EA129552021___Others.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 9 Sep 2022', 'Promulgation date:': ' 3 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
328,/utiac/ea-11765-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76524/EA117652021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '13 Sep 2022', 'Promulgation date:': ' 3 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
329,/utiac/ea-02877-2022,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76523/EA028772022.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '14 Sep 2022', 'Promulgation date:': ' 3 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
330,/utiac/ea-00528-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76522/EA005282021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '25 May 2022', 'Promulgation date:': ' 3 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
331,/utiac/pa-11133-2019,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76521/PA111332019.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '29 Jul 2022', 'Promulgation date:': ' 2 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
332,/utiac/pa-03672-2020-pa-03673-2020,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76520/PA036722020___PA036732020.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '28 Sep 2022', 'Promulgation date:': ' 2 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
333,/utiac/ia-10155-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76519/IA101552021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '11 Oct 2022', 'Promulgation date:': ' 2 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
334,/utiac/ia-09144-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76518/IA091442021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 6 Oct 2022', 'Promulgation date:': ' 2 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
335,/utiac/ia-06970-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76517/IA069702021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '11 Oct 2022', 'Promulgation date:': ' 2 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
336,/utiac/ia-06154-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76516/IA061542021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '25 Aug 2022', 'Promulgation date:': ' 2 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
337,/utiac/ia-03925-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76515/IA039252021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 7 Sep 2022', 'Promulgation date:': ' 2 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
338,/utiac/ia-03686-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76514/IA036862021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 5 Oct 2022', 'Promulgation date:': ' 2 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
339,/utiac/ia-03269-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76513/IA032692021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '16 Sep 2022', 'Promulgation date:': ' 2 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
340,/utiac/ia-01808-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76512/IA018082021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 6 Oct 2022', 'Promulgation date:': ' 2 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
341,/utiac/hu-08516-2020,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76511/HU085162020.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 4 Oct 2022', 'Promulgation date:': ' 2 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
342,/utiac/ea-13475-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76510/EA134752021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 5 Sep 2022', 'Promulgation date:': ' 2 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
343,/utiac/da-00214-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76509/DA002142021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 7 Sep 2022', 'Promulgation date:': ' 2 Nov 2022', 'Publication date:': '18 Nov 2022', 'Last updated on:': '18 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
344,/utiac/pa-11902-2019-hu-12109-2019,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76508/PA119022019___HU121092019.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 7 Jun 2022', 'Promulgation date:': ' 1 Nov 2022', 'Publication date:': '17 Nov 2022', 'Last updated on:': '17 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
345,/utiac/pa-02669-2020,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76507/PA026692020.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 7 Sep 2022', 'Promulgation date:': ' 1 Nov 2022', 'Publication date:': '17 Nov 2022', 'Last updated on:': '17 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
346,/utiac/pa-00314-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76506/PA003142021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '21 Sep 2022', 'Promulgation date:': ' 1 Nov 2022', 'Publication date:': '17 Nov 2022', 'Last updated on:': '17 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
347,/utiac/ia-02164-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76505/IA021642021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '12 Sep 2022', 'Promulgation date:': ' 1 Nov 2022', 'Publication date:': '17 Nov 2022', 'Last updated on:': '17 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
348,/utiac/ia-01824-2020,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76504/IA018242020.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '20 Sep 2022', 'Promulgation date:': ' 1 Nov 2022', 'Publication date:': '17 Nov 2022', 'Last updated on:': '17 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
349,/utiac/ia-01390-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76503/IA013902021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '28 Sep 2022', 'Promulgation date:': ' 1 Nov 2022', 'Publication date:': '17 Nov 2022', 'Last updated on:': '17 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
350,/utiac/ia-00393-2021,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76502/IA003932021.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': ' 8 Sep 2022', 'Promulgation date:': ' 1 Nov 2022', 'Publication date:': '17 Nov 2022', 'Last updated on:': '17 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
351,/utiac/pa-06795-2019,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76501/PA067952019.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '21 Sep 2022', 'Promulgation date:': ' 1 Nov 2022', 'Publication date:': '17 Nov 2022', 'Last updated on:': '17 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
352,/utiac/lp-00002-2019-605f7aff-084c-4f4a-b5fa-3c6d993fccd7,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76500/LP000022019.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '10 Oct 2022', 'Promulgation date:': ' 1 Nov 2022', 'Publication date:': '17 Nov 2022', 'Last updated on:': '17 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
353,/utiac/hu-16405-2019,https://moj-tribunals-documents-prod.s3.amazonaws.com/decision/pdf_file/76499/HU164052019.pdf,"{'Case title:': '', 'Appellant name:': '', 'Status of case:': 'Unreported', 'Hearing date:': '27 Oct 2022', 'Promulgation date:': ' 1 Nov 2022', 'Publication date:': '17 Nov 2022', 'Last updated on:': '17 Nov 2022', 'Country:': '', 'Judges:': ''}",OK
